订阅数,问题,话题一,话题二,话题三,话题四,话题五,话题六,回答内容,浏览量,赞同数,作者被订阅数,作者回答数,图片数,外链数
9,Why do you remain a Democrat?,Democratic Party (US politics),Democracy,Politics,1!,1!,1!,"Elections are not meant to make you feel good. Elections are not about uplift and inspiration. Elections are not an identity.Elections are a cold calculus about who is going to be able to get 50%+1 of the vote and is the closest to furthering your specific interests. Everything else is all bullshit and lies.Why am I remaining a Democrat? Because prior to Obama and his wonderful healthcare law I was working a part time job that was barely over minimum wage. This was because it was literally the only job I could get in the recession. I had torn my rotator cuff and was living with massive pain in my shoulder that made my one arm all but unusable. I had four cavities, with the largest being a near total tooth collapse that had exposed my nerve. This meant I had to carefully chew on the other side of my mouth and take very shallow drinks because of the pain of anything too hot or cold hitting that nerve. When I did get something stuck in it… well I had to use a piece of gum to pull it out of the cavity. I am nearsighted with astigmatism, which meant I could not drive, because (obviously) no glasses. I lived like this for years. It was horrible.Thanks to the ACA (which is again, wonderful) my shoulder is fixed, my cavities are filled in, and I have glasses.This is the difference between Democrats and Republicans. Democrats were willing to go out of power for a decade in order to ensure poor people got needed health insurance. Republicans were willing to go out of power to give billionaires tax cuts.There are plenty of ways that the Democrats could improve. Lots of them. However Democrats actually care about people. Republicans simply don’t.50%+1. There’s only one party that gets there.",3.6k,141,437,421,0,0
9,Why do you remain a Democrat?,Democratic Party (US politics),Democracy,Politics,1!,1!,1!,"I remain a Democrat because I use my brain.Math: I’m pretty good at math which pretty much eliminates me from voting Republican. Republicans attempt to spin Economic numbers by looking at total debt accumulation. But that’s a sham. Debt accumulates because of annual spending deficits. And the last 3 Republican administrations have all RAISED Deficit spending (Reagan and both Bushes) Well 4 if you count Trumps new budget. Meanwhile the last 3 Democrats (Carter, Clinton and Obama all lowered the Budget deficit.Science: I’m not a scientist. But I took enough science classes to realize that scientist who do study in various areas, are actually smart people. And do fact verification and use sound scientific methods for evaluating things. And when the global scientific community is in pretty much universal agreement that human caused effects are impacting the global climate causing global warming. And they state…”This is bad” I am smart enough to trust them. (Another reason I can’t support Republicans. They have many fossil fuel donors who will be negatively impacted if we attempt to reverse the damage they have done. Which seems to have made Republican politicians STUPID!! Who gives a crap how much Donor money the republican party takes in from Exxon if that price is paid by catastrophic weather effects. How much money is it worth to ruin the inhabitability of the planet? That money can cause greedy politicians to turn a blind eye on the living conditions of the world astounds me. Do these people not realize they have to live here too?",960,38,10,20,0,0
9,Why do you remain a Democrat?,Democratic Party (US politics),Democracy,Politics,1!,1!,1!,"I am actually not a registered Democrat. My state has open primaries.But I vote & support the party & most of the candidates because:Their general vision of the United States is fairly in line with mineThey have many people of faith in office & among its voters but the party generally supports the separation of church & stateI think of the two major parties, the pressing environmental issues only stand a chance with Democrats & they have a long way to goI am pro-union/ pro-labor. Unions are non -profits. They vary in their techniques, goals, organization, etc. Yes, some are corrupt. So are some churches, corporations & athletic programs. Does this mean we get rid of those altogether, too? I anticipate unions / the labor movement making a comeback. There are already white collar unions that have formed or are forming.I believe public education is a great investments in a country’s prosperity & strengthDemocrats have a fairly nuanced view of people living in poverty. Leaders tend to acknowledge the many factors involved in each persons situationI prefer the general attitude towards the criminal justice system & issues like the death penaltySocial safety netMixed economyDemocrats support business & entrepreneurship but don’t usually worship at the feet of rich peopleAs of late, I find the Dems to be the most logical & reasonable.Yes, I often get frustrated & angry at the party or what some leaders do.However, I find the Republican Party platform, policies so illogical, myopic, and contradictory.",827,42,7.7k,"6,990",0,0
9,Why do you remain a Democrat?,Democratic Party (US politics),Democracy,Politics,1!,1!,1!,"I don’t really consider myself a Democrat. I don’t like the party, I definitely don’t like the party machine and the super delegates, and I think they are moderately corrupt. As soon as I get a better option I’m bailing on them.Support Ranked Choice Voting, Instant Runoff Voting, Acceptance Voting—anything that breaks up the party duopoly. Find out what initiatives exist in your city or state and get behind them! Give your vote more power! I don’t understand how anyone who is not a party hack in one of the Big Two could not be in favor of this! Do you actually LIKE having your vote count for almost nothing, having a single bit of input every 4 years?But the Republicans…yeesh!I know many Republicans are smart and caring people who have somewhat different values from me, and very different assumptions about how the world works. I get that. I even feel sorry for them, because they currently don’t have a party at all.Their party has been hijacked by racists, sexists, rabid Bible thumpers, and sociopaths. Their nominees range from the occasional decent human being (such as McCain) to loathsome to outright criminal (Republican politicians break the law and go to prison far more often than Democrats do, like 5 or 10 times as often.) And it’s getting worse, because as the Republican Party sinks lower and lower, decent human beings are fleeing the party, no longer able to stomach what it has become. And so the average gets even worse. They are in a death spiral.Trump isn’t an aberration. Trump is what the Republican Party has been heading for for decades. Ugly, naked evil.As soon as an actually progressive party is a real option, I’ll join that. Until then, I am stuck with the Democrats.",230,3,347,"1,385",0,0
9,Why do you remain a Democrat?,Democratic Party (US politics),Democracy,Politics,1!,1!,1!,"Where would I go?The Republican Party is bereft of morality, competency, and just plain sanity. They are at this time completely lawless, engage in hallucinations and paranoid fantasies in forming policy, wallow in ignorance and racism, and are without any standards whatsoever. Trump is exactly what the party has become—he didn’t initiate a coup. He got elected by saying the things he said, and it resonated with the majority of the people who call themselves Republican, regardless of all the statements we hear from the right that Trump isn’t representative of them (which in itself should tell you something about their ability to face reality and their ability to take personal responsibility). There is nothing about this party that should attract decent people at this time.The libertarian party exists on fantasy belief about how people or markets will eventually do the right thing without having any opposing forces. There is a reason why there aren’t any societies worth living in that function on libertarian principles.The other parties are either inconsequential or just not grounded in any kind of reality.The Democratic Party at least has people in it who are trying to make our government work, and the leaders at least engage in facts more often than not when discussing issues and crafting policy. And when Democrats run things, they have a better track record than Republicans do.And there is little to no tolerance for racist talk or behavior or policies that harm nonwhites among its leaders.So, where do you suggest I go?",4.4k,350,8.7k,"4,376",0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"To begin with, Clinton’s nomination was always a done deal. The Democrats, having achieved what they considered an historic victory in electing an African-American to the Presidency (never mind that he was the least qualified presidential candidate within living memory) by doubling down with electing the first woman to the Presidency. The Clinton faction was in firm control of the DNC and in particularly the critical super-delegate block. The wonder is that a strident left-wing candidate like Bernie Sanders managed to come within a hair of upsetting a plan that had been in place since Bill Clinton was elected in 1992. They assumed that la Clinton would slide into office based on an overwhelming response from woman.There were several problems with this. It is hard to think of any candidate for president since the beginning of the Republic who came freighted with so much baggage. One must admit that, on paper, la Clinton appealed qualified, having served in the Senate (after a strong Republican candidate for the seat, Rudy Giuliani, was forced to drop out of the race because of illness) and then (after failing to secure the nomination in 2008) getting the consolation prize of being Secretary of State. One must also admit that she is an intelligent woman. However, she starts with one major problem. She is simply not likeable. Stories of her foul temper and contempt for staff abound. Her projected persona is at the best of times less than warm and authentic, and (as in the Benghazi hearings) often abrasive and condescending. Furthermore, it became rather apparent that she was concealing significant health issues.Beyond that, there was a mounting body of evidence of corruption attached to her: the Clinton Foundation and pay-for-play, the email server, and the Benghazi coverup to begin with. It was evident that the fix was in—the “accidental” meeting between Loretta Lynch and Bill Clinton, James Comey refusing to recommend prosecution—and the way was cleared for her coronation.However, the American electorate at a whole didn’t by it. Donald Trump was not my choice as the Republican candidate (I favored Marco Rubio) but his brashness, his undeniable success as a take-charge-and-get-it-down business person, and his instinct to focus on the real weaknesses of the last administration, like pathetic economic growth, the failure of the Affordable Care Act, the growing contempt for law enforcement, the failure to asset control over our borders, and the astonishing rise of Islamic terrorism and the casual attitude of the administration, gained him the nomination and, ultimately, the Presidency, in spite of all the dirt that the Democrat machine could dig up. In particular, la Clinton did not secure the overwhelming support of women, and she could not overcome the dismal economic performance of the previous administration, which cost the Democrats Pennsylvania, Wisconsin, and Michigan, and the Presidency.All you really need to know about la Clinton, and the degree to which the Democrat party has become corrupted, is to look at their behavior since the election. La Clinton has blamed everything except the alignment of the planets and, significantly, her own shortcomings, for her loss. The charges of the Trump campaign’s collusion with the Russians have always been spurious, and the increasing evidence of genuine malfeasance in the Justice Department under the previous administration grow more alarming every day. One wonders what the Democrats will do after the November election. Their chances of winning the House are slim, and they are likely to lose a few seats in the Senate. The only thing they seem to do is lurch further to the left, and to increasingly hysterical and irrational denunciations of President Trump.It is early days, but we may be seeing a realignment of parties, with the Republicans claiming more of the center ground, and the Democrats becoming even more isolated on the left.",195,7,260,"2,451",0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"Your question is ridiculously anti-Democrat, but let’s ignore that. It’s also wrong in its assumption.Democrats didn’t convince themselves of anything. They are like herding cats. There’s no Central Brain as with Republicans. But I will tell you that most people had more faith in Americans overall than was warranted. (And, yes, the Democratic Party “establishment” screwed up royally! Still are,as far as I can see.)Most no doubt believed, as I did, that there were still some critical thinking skills and clear eyes looking at what was happening and that they would NEVER vote to let it happen in this country. I thought most Republicans had better brains. And most “progressives.” I’m sure Germans thought the same thing back in the day. “Voting the bums out” does not include “voting the dictator in” in my book.I truly thought that as much ill-conceived hatred there was re Hillary Clinton they would see past that, to her qualifications and to his lack of same. I thought most voters would understand you don’t put a novice in charge, even if he were a well-meaning novice (which he is not). I was wrong. I also assumed Democrats would know better than to believe the lies of the Sean Hannitys of the world. I also thought if we elected a black man we’d elect a woman. Wrong again! Black men got the vote before women did. I didn’t realize misogyny is worse than racism here, and that hatred outweighed common sense, intelligence, love.And NObody gave weight to the Republican voter suppression added to James Comey’s fingers on the scales added to Russian interference if not actual vote changing in 3–4 key voting districts in the upper Midwest because that Perfect Storm of Election Stealing had never quite happened before. It took both the Republicans and the Russians a few decades to get it just right. Were the signs there? Absolutely. Did everyone ignore them? Pretty much. (It is said you get the Govt you deserve…) Will it happen again? Wait for it!So, Donald was correct…. it was rigged…. of course, Hillary still won by 3 million votes (the electoral college stole it from her) and Donald lost by 11 million votes if you count the third party votes. So…. whatever that means…. other than that the USA does not have a fair or democratic electoral process, like the world’s other republics/democracies do. So no doubt Russia and Republicans are hoping that will keep most of us away from the ballot box and they won’t have to cancel elections. And I confess, I see little reason to vote to save the country from its own worst impulses and instincts, as long as authoritarian hypocrites rule.",153,7,20,231,0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"Hubris!The Dems had a string of cultural victories such as Obama’s election, gay marriage and others that convinced them that liberalism was an unstoppable force and that the fat lady had sung.With the captive press and academia endorsing their view, it became a positive feedback loop that that fed their assumptions. Positive feedback systems tend to go erratic.There was a religious like conviction, almost an ecstasy of virtue and righteousness, that fate had anointed the noble cause. It was over, the barbarians were conquered, there could be no other outcome.The campaign to define the opposition as deplorables, racists etc. seemed to have succeeded since there was few opposing voices. They did not realize that identity politics and preachiness had pissed off a lot of people. The bathroom campaign was a real winner.Among my friends many kept their silence since it wasn’t worth the effort nor the condemnation to engage leftist zealots and emotional twits. However there was a growing FU backlash regarding the leftist messengers and the horse they rode in on.The Dems hubris extended to running a flawed candidate, lacking charisma, with super high negatives, with a 30 year trail of piss poor political optics. The DNC played played power games with Sanders and the Clinton Foundation was a transparent farce.Although the Dems advertise themselves as the intellectually select, it never dawned on them that losing 1000 state and local elections during Obama’s reign might be a clue that all is not well in Democrat land.This blindness continues. The Dems have offered no tangible program and concentrate on harping to excruciating boredom that Trump is an ass. Besides that, what have they offered? The same geriatric group rules the party. Nancy Pelosi, Clinton et. al. should fade away. They tarnish the brand.In a presidential campaign of long ago, a candidate said “I would rather be right than President.” The opponent replied “You will be neither.” Somehow that seems prophetic.",189,6,36,381,0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"Multiple scientific election models which had been established and refined over multiple Presidential elections, and were based on regularly sampled empirical polling data from multiple sources, consistently showed a high probability that Clinton would handily win the electoral college. They also showed a non-zero chance that Trump would win, but that the probability was not in his favour.As you remember, there were a number of critical states which had flip-flopped between Trump and Clinton, and were not decided until late into the night.Most understand that scientific data, particularly those with practical limits on sample sizes, have built in uncertainties and do not blame the methodology used in the polling. Most also understand that polls lag behind public sentiment, and that unpredictable factors were in play which shifted the bias of the electorate in the final week before the election.Trump’s victory was, by all sane measures, an upset. Even Trump himself is said to have been caught off-guard by his win.",386,9,221,"1,224",0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"Almost everyone, educated people included, misunderstands how forecasting works. They see something saying Trump had a 28% chance of victory while Clinton had a 71% chance of victory [2016 Election Forecast | FiveThirtyEight] and think this means that Clinton is definitely going to win.WRONG.With those numbers, if you ran similar elections repeatedly, you should expect Trump to win almost one-third of the time. If a polling firm covers 100 races and gives 70% odds for the preferred candidate in every individual forecast, then we should expect about 30 of those races to go the other way. If they instead predict all of the races with perfect accuracy, then they actually did a horrible job in forecasting! Because they predicted 70% odds, not 100%!!!So Democrats saw the forecasts showing good odds for Hillary and mistook this for a sure thing. It’s common enough. People rarely bother to learn statistics. And if they are forced to in school, they un-learn it as quickly as possible.¯\_(ツ)_/¯",433,4,478,"1,262",0,1
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"The belief of the Democratic establishment was that Trump is so blatantly unacceptable that everyone would vote against him and their only choice would be Clinton who was the second most disliked candidate in history after Trump. This of course was a miscalculation.In fact the democrats had been warned of the danger of running Clinton against a populist. To this day, the democratic party, the DNC and the DCCC don’t seem to understand why a populist can win against them. The Democrats spend a lot of energy fighting their own left wing. This may sound strange but the left wing is their best chance of defeating candidates like Trump.The problem the Democrats have, despite being the majority party, is that their voters don’t show up at the poles. Voting against Republicans and a few slogans is not enough of a motivator. Obama was able to get people out to vote because he represented change to people; or maybe misrepresented change is a better way of saying it. So when Clinton came along, a lot of people stayed home. Clinton didn’t misrepresent anything but she didn’t represent anything either.The Democratic party needs to look to its left wing to get out the vote. The lesson from Trump is that you have to stand for something.",343,18,1.9k,"3,496",0,0
2,How did Democrats convince themselves that Hillary Clinton was going to claim the Presidency over Donald Trump?,Hillary Clinton and Donald Trump,1!,1!,1!,1!,1!,"More people were going to vote for her. All polls suggested this… and despite all the bs afterwards, they were mostly right. She won the popular vote by 3 million votes.Even many persons who thought she was a poor choice thought she was a better choice than the alternative given. They weren’t excited though which made it easy for rural voters who want to believe coal is coming back or that giving billionaires more cash will somehow cause those billionaires to throw money out the window. Businesses are not born of excess cash. They rise up to meet demand. Most poorer republicans don’t seem to know this. The richer republicans just know that more tax breaks will make them richer. They enjoy the ignorance of the poorer type.",339,15,3,44,0,0
0,Why did senator Richard Shelby from Alabama switch from the Democratic party to the Republican party in 1994?,Richard Shelby (politician),Democratic Party (US politics),1!,1!,1!,1!,Well because he was a very conservative democrat and he saw how Alabama was shifting. He wanted to keep his seat so he switched.This happens all the time fron both parties. When incumbents either want to seek higher office or maintain a current position but their party label holds them back they will shed it.,25,0,4,117,0,0
0,Why did senator Richard Shelby from Alabama switch from the Democratic party to the Republican party in 1994?,Richard Shelby (politician),Democratic Party (US politics),1!,1!,1!,1!,"The terms RINO and DINO may get tossed around a lot, and sometimes quite casually, but Shelby—he was a DINO. He was so DINO that, when he switched, the head of the DNC basically shrugged it off.I think he was the last of the Southern Democrats to make that switch.",31,1,41,"1,038",0,0
1,Why did the Democratic Party postpone the vote for the 13th Amendment?,13th Amendment to the U.S. Constitution,1!,1!,1!,1!,1!,"The simplest and (in my opinion) most obvious reason is that until 1964, the Democratic Party was essentially the party of the South. The Democratic electoral coalition had, of course, changed over time (for instance, under FDR unions became integral to the Democratic coalition), but the South was until 1964 pretty consistently Democratic.In 1964, however, Republican presidential nominee Barry Goldwater won all of the Deep South. This was completely unheard of at the time. Goldwater was a small government conservative and the South had been at the core of FDR's New Deal coalition. Those principles don't mesh well.So then why did the South vote red that year?I'd argue that the answer to this (admittedly tangential) question is similar to the answer to your initial question. In a word, racism.I hope that pointing out the Deep South's long history of racism isn't controversial; it certainly isn't really disputable. Because the Democratic Party was for so long the party of the South, and the South was the hotbed of slavery in the U.S., before and during the Civil War, the Democratic Party acted essentially as the party of slavery. This is especially clear given that Southern Democrats led the drive for secession. So, of course, their Northern partisan peers were reluctant to pass an Amendment that would injure the institution of slavery - in part, perhaps, out of fear that the South would never return to the Union (and thus restore their former electoral coalition).Barry Goldwater won the South in the Presidential election of 1964 with appeals to racist sentiment (check out Dog Whistle Politics by Ian Lopez for a more detailed explanation of this). It didn't matter that the South had been solidly blue for decades. In 1860, Southern Democrats seceded to protect slavery and white supremacy. In 1964, Barry Goldwater won the South by appearing as a guardian of segregation and white supremacy. The South's politics appear (at least in this case) to be consistent with its legacy of racism.",279,9,61,2,0,0
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"First, let’s take a look at the accuracy of the question itself.Are liberals actively trying to rewrite the constitution and opposed by conservatives?I know our conservative friends have answered this question in droves attacking liberals for an idea that I, as a progressive, find idiotic. We already have a system in place to change the Constitution. It’s called passing an Amendment.So, let’s look at who is calling for the Constitution to be rewritten. To do this, 2/3 of the State legislatures have to pass a resolution through both of their Houses to call for a Constitutional Convention.Here’s a list of the states that have an open call for an Article V Convention for the limited purpose of proposing a Balanced Budget Amendment. (However, many of these states have passed resolutions for an open Convention which would allow members to propose changes to any part of the Constitution). I have indicated which party controls each state legislature:Alaska (R), 	Alabama (R), Arizona (R), Arkansas (R), Colorado (D), Florida (R), Georgia (R), Indiana (R), Iowa (R), Kansas (R), Louisiana (R), Michigan (R), Mississippi (R), Missouri (R), Nebraska (R), New Hampshire (R), North Carolina (R), North Dakota (R), Ohio (R) Oklahoma (R), Pennsylvania (R), South Dakota (R), Tennessee (R), Texas (R), Utah (R), West Virginia (R), Wisconsin (R), Wyoming (R)BBA Campaign ReportMeanwhile, Democratically controlled states that used to have an open call for a Constitutional convention have rescinded those calls over the last year, including New Mexico, Maryland, Vermont, and the Nevada Senate (but there is a question of whether Nevada needs both houses to vote to rescind the call).The March Toward a Constitutional Convention Slows to a CrawlOne of the biggest problems with a Constitutional Convention is that there is no guarantee that a “limited” Convention to create a balanced budget amendment could not spin wildly out of control and damage our basic rights.Wisconsin legislators passed their convention call last November, but there was resistance from Democrats and some Republicans:They say there’s no way to enforce limits on the convention’s scope once it’s underway.Sen. Kathleen Vinehout and others fear a “runaway” convention, what they describe as a free-for-all in which other far-reaching proposals could surface — even ones that undermine basic constitutional freedoms.“There is no safeguard for what gets dealt with when this constitutional convention gets started,” said Vinehout, D-Alma.Even a right wing group like the John Birch Society is alarmed at the possibility of a Convention Call, as the convention might be convinced to make liberal changes to the Constitution, as well as conservative ones.28 States Overdue for an Article V RescissionThe bottom line is…27 out of the 28 states calling for a Constitutional Convention are completely controlled by the Republicans.So I have to ask “why are conservatives so passionate about rewriting the Constitution?”Next, let’s look at the most dominant issues for a Constitutional Convention over the last 50 years (many of these calls were rescinded, but it gives an idea of what states wanted to do). List of state applications for an Article V Convention - Wikipedia:Balanced Budget Amendment (28)Prohibit Abortion (19)No School Busing (18) - to be clear, this is anti-integrationRepeal Citizens United/unlimited campaign spending is not free speech (5)Term Limits on Members of Congress (5)No Judicial Taxing Power (2)Income Tax, Limit Other (2)Flag Desecration (1)Apportionment of Legislature (29) - allows State legislatures to determine representation instead of through the popular voteSo, aside from the anti-Citizens United petitions, and term limits (bi-partisan), every single issue is, or has been in favor of a conservative agenda.Finally, Republicans continually try to rewrite the Constitution through legislation and Supreme Court challenges to issues such as a woman’s right to choose, same sex marriage, and the separation of church and state. In addition, the party has engaged in a systematic program designed to maintain their political power through gerrymandering, voter suppression legislation, cutting early voting days, reducing the number of voting machines in districts that normally vote against them, and approving the use of electronic voting machines which have been hacked and provide no paper trail.It seems to me that people should be more worried these attempts to limit our personal freedoms, remove civil liberty protections and restrict the ability for every voice to count and every vote to be counted.",1.8k,38,858,135,0,5
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"I am a constitutional conservative / libertarian that believes strongly the constitution should be amended; after all, that is why Article V itself exists. While I’m not sure what is meant by “modern standards,” I think we need to have additional mechanisms in place to rein in abject government overreach and believe the several proposed ideas below could accomplish such a goal without creating extraordinary havoc other than on the concentration of power that the federal government has absorbed without the constitutional permission to do so.Consumption Tax (CT) - Amend the 16th Amendment abolishing the tax structure it established and create alternative flat CT tax that also defines the CT Percentage explicitly in this amendment, that will support Federal Balanced Budget Amendment below, so as to avoid the % of progressiveness of the CT from ever becoming a political football for future generations.Federal Balanced Budget Amendment. It would limit federal spending to 15% of GDP or collected tax receipts from the prior year, whichever is smaller. Should a catastrophe occur, the federal government could seek a 2 year hiatus from the balance budget requirements, only with the approval from 3/4 of the state legislatures, — limiting the extra spending to 18% during those subsequent two years. This amendment would have to include a carve out of 20% of collected government revenues to be set aside for paying off debt principle (they would still have to pay interest from the general operating fund) — which means federal spending would actually be limited only to 80% of their revenue stream for spending until all federal deficits were paid in full.Repeal the 17th Amendment so that Senators are once again appointed by the legislatures of their states.Term LimitsCongressional Term Limits — 3 terms for the House and 2 terms for the Senate. This amendment would also require that congressional members and their staff live and spend 95% of their time in their districts, with no office allocated for them in Washington DC. This would leave them up to 18 calendar days to get their business done in Washington DC, leaving little time for corruption and outside lobbying efforts.SCOTUS term limits to 12 years - Every presidential term would nominate and replace 3 members of the Supreme Court.Over Riding SCOTUS Decisions.State legislatures would have 2 years to reverse any SCOTUS decision should 3/4 of all state legislatures vote down a SCOTUS decision.Congress would have 2 years to reverse / over ride any SCOTUS decision should 3/4 of each chamber independently vote down a SCOTUS decision.Please note this comes from previous writing of mine, including from Bryce Ebeling's answer to If you had the power to write the next amendment to the US Constitution, what would the next amendment be?",1.6k,55,164,551,0,0
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"Imagine a world without smart phones, tablets, laptops, desktops, video games, opioids, electricity, car problems, cable TV with 300 channels, blockbuster movies, 1000 watt car stereo’s, ipods with portable music and all of the other things we use as distractions. That was basically life in the 18th century. As such people had a lot more time on their hands to think about stuff. They read BOOKS! They learned history. They studied other civilizations..great civilizations like ancient Rome and Ancient Egypt among others…what made them great and what made them fall. These were very thoughtful people! And their masterpiece was the Constitution. See what they figured out was that the reason most empires failed was that too much power was concentrated in too few people. The Constiturion corrects that. It decentralizes power. It takes the majority of two houses of congress and the President to sign off to make a law. There are 435 people in congress. Not only that but we have a 10th amendment that says if something is NOT mentioned as a power of the federal government in the Constitution, it automatically becomes a power of the state or local government.In other words, there is nothing wrong with the Constitution that would require it to be rewritten, but the founding fathers understood that from time to time we might want to change something like ending slavery and giving women voting rights, which is why we are able to amend the Constitution. But when we have changed the Constitution, sometimes we get it wrong as in the 18th amendment better known as prohibition.So to think that in this age of passing laws with unintended consequences, lobbyists, 21 trillion dollar deficits, insane class action suits when people burn themselves with hot coffee, to think that we could do a better job of writing a Constitution is not just imbecilic but arrogant as well!",1.6k,55,9,148,0,0
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"Because the Constitution isn’t a list of rules, it is a list of principles. Lists of rules need to be updated to keep up with the times, exhibit A every single rule surrounding the internet. If we didn’t update any rules, internet fraud, scams, slander, etc. would all be legal. But principles very rarely change with the times if they are good. An example of a principle is the golden rule, do unto others as you would have done unto you. I personally believe that’s a good rule to live by. And that’s something that doesn’t change with the times.The principles most conservatives believe in that are codified in the Constitution are limited government and individual freedom, and they don’t believe that changes with time. One of the things I think separates liberals from conservatives is that liberals believe in a government that makes people happy while conservatives believe it is individual accomplishment. Obviously I’m painting with an extremely broad brush, but I don’t think it’s too far off-base. So to conservatives, they celebrate a document that gives explicit powers to government and leaves everything else to the states or to the people. They celebrate a document that explicitly gives them the right to free speech, freedom of religion, and the right to bear arms and defend themselves.Conservatives don’t believe those principles change with the times any more than the golden rule does. For things that change, we have a legislature and an executive branch. They address change all the time. But the founding principles outlined in the Constitution are not built to change with the times, they are meant to stand the test of time.",3.6k,325,22,17,0,0
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"Hey there OP,There are a few issues with the language of your question.There is the matter of lumping all conservatives which, implies that liberals are not against rewriting the US Constitution. Nonetheless this is a logical fallacy of quantification.You also use an expressed categorical imperative[1] called “modern standards.” Modern standards are what exactly? And whose modern standards, mine, your’s or their’s? Each generation have “modern” standards, unfortunately for your question/argument, they differ.Another major issue is that the body of US law is based on the Constitution.This is your answer:Article. V.[2]The Congress, whenever two thirds of both Houses shall deem it necessary, shall propose Amendments to this Constitution, or, on the Application of the Legislatures of two thirds of the several States, shall call a Convention for proposing Amendments, which, in either Case, shall be valid to all Intents and Purposes, as Part of this Constitution, when ratified by the Legislatures of three fourths of the several States, or by Conventions in three fourths thereof, as the one or the other Mode of Ratification may be proposed by the Congress; Provided that no Amendment which may be made prior to the Year One thousand eight hundred and eight shall in any Manner affect the first and fourth Clauses in the Ninth Section of the first Article; and that no State, without its Consent, shall be deprived of its equal Suffrage in the Senate.Conservatives aren’t against changing the Constitution, just as Moderates, or Liberals aren’t. Why? Because of Article 5 of the US Constitution specifically shows how it is done. If We the People,[3] want it, or a portion, changed this is how it is done. There is no mystery, there is only a lack of political will to rewrite it because the population likes it as it stands.Ciao.Footnotes[1] Categorical imperative - Wikipedia[2] The Constitution of the United States: A Transcription[3] The Constitution of the United States: A Transcription",302,4,696,"3,271",0,3
12,Why are conservatives so against rewriting the constitution to fit modern standards?,U.S. Constitution,Logic (philosophy),Constitutions,1!,1!,1!,"I think it's because this is one ""watershed"" philosophical mooring that makes one either a leftist or a conservative.A conservative generally resonates with the tried-and-true and a person of the left generally resonates with the hope of what-could-be.The conservative thinks the framers of our constitution are absolutely brilliant thinkers and a leftist thinks they're just a bunch of ""old white men"". *Btw, historically speaking, these men may have been morally imperfect people, I mean, we all are, but these are arguably minds that literally shaped the entire western post-enlightenment world. To appreciate their astounding brilliance one needs to merely look at the world as it was before them, history reads mostly like a horror novel of dire poverty, disease, oppression and misery. We have problems today, but the ideas of these men have led to an exponential reduction in all these miseries. Something people generally forget when they are flippant about changing the constitution. No one wanting to change the Constitution has EVER produced the Utopia they are ""selling"", so, I think a reality-check is in order to anyone who supposes themselves on-par with the greatness of our framers. I'm not saying we don't have some great thinkers, I'm just saying we need to step VERY carefully before we suppose ourselves on their level, we just aren't.The conservative sees the constitution as words that mean things written with ink on paper and the progressive sees them as ""living and breathing"" and more malleable.So, a conservative wants to ""conserve"" what has been great but imperfect and a progressive presupposes they have a ""better idea"" that can improve on the framers.I think conservatives would point to the extra safeguards put into the vote percentages for Constitutional change and the Federalist Papers and demonstrate the warnings against changing it too fast, and the progressive would play on societies hubris of thinking some modern idea will be a better one.So, there's wisdom in both and there's dangers in both. remember ""change"" can be good, as in the Civil Rights Act of 1965, or ""change"" can be bad as in the move to Nazism in Germany in the 1930's. So, the framers meant for the constitution to change slowly.",2.9k,45,51,328,0,0
