,content,upvote,polarity,subjectivity,topics
83,"Cheap and affordable education to most urban and some countryside citizens.People’s commune built dam and provided scientists with seeds for breeding.Large usage of vaccine to eliminate a lot of deadly and harmful diseases like malaria and schistosomiasis. You can’t have a country of sick people and hope to develop the economy.I am very angry some U.S parents refuse to let their children have vaccines, as we fought years to have everybody vaccined.",1,-0.11071428571428572,0.5761904761904763,0.9722109489097319
84,Mao’s achievement was to unify the country so that splitting was no longer conceivable. This was the platform on which the current success was built,3,0.13333333333333333,0.2333333333333333,0.9252470749701109
85,"Well, I will talk about one key difference between reforms in state owned/private owned industries:China is privatizing the SoE only if said industry cannot be efficiently organized by the state. USSR privatized for the sake of privatization.There are multiple impact of this.During the privatization process, people will make mistake. It is perfectly understandable, because people make mistake, particular when trying out new things and shift into unfamiliar territory. In the Chinese model, there are still a lot of stable SoE left to ensure even if you made a mistake, you are still keeping your bottom line. Russians, not so much.In the same line of thinking, Chinese SoE also tends to occupy sectors vital for social stability. For example, you don’t want your power to go out just because your electric company made a mistake in managing their finance. Water, sewerage, food supply. This may not sound much, but if you don’t have them for even a few days, this can be very destructive on people’s lives. Russian did not have the safety net. This means if they made a mistake in their company (again, it is natural for mistake to happen), the impact is directly felt. In comparison, there are plenty of failed Chinese private companies, but at the end of the day, when they come home, they’d still have water, electricity and heat.SoE are MAJOR contributors to the taxation. Unlike private industries, SoE contributes significantly larger portion of its revenue to the state. For example, about 56% of the Chinese tax income today (which means money towards science, infrastructure, military, education, healthcare, etc) comes from SoE despite it is much smaller than the private sector. Which also contribute to the next issueThe rapid privatization of the economy created oligarchs who are significant political and economic factions which already destabilize the country. In addition, losing SoE from point 3 also means the government has even less funding to work with, which further compound the issue.Basically, people are forgetting the purpose of privatization in the first place. Privatization is meant to happen if the situation is too complex for the state to directly manage. This is because the state, like all real world organizations, have limited administrative power and limited information input. This means the state can’t effective cover all the minor details. In this case, a more on site management may provide better efficiency. This is why in modern companies you have project management and then you have on site management.The on-site management (private owner) may be less skilled and experienced in managing the business and their available trade connections with the greater economy is more limited, but since they have more direct contact with the actual details, so it may overall improve the performance. This, however, is NOT guaranteed.What USSR did is effectively disband the project management and let the on site manager run free with the money (resources). What China did is effectively delegate certain tasks to the on site management and let them make their own decision, but the key decisions (project spending, overall scope, etc) still rests with the company. Guess which one is actually closer to the real world business model.When talking about economic reform, it is also remember that privatization is NOT the objective. Privatization does not generate wealth and privatization do not improve the economy and lives of people. The objective is always better economic performance through higher efficiency. If said privatization process cannot provide better efficiency (especially when taking into account of impacts on other aspects of social stability), then it is not going to improve anything.Blind privatization may enrich a small group of individuals (said group though, may hire a lot of voices in social media), but it is detrimental to the overall economy.",3,0.116076505798728,0.36061167227833896,0.9974770924902729
86,"The failures began with Khrushchev. Who demoralised the society by suddenly denouncing Stalin. And then making only small changes.Deng got it agreed that Mao had made errors, but kept things moderate. And the economy was already fast-growing, contrary to what most Western books imply, without ever giving specific figures. (See How Mao Greatly Strengthened China.)Gorbachev inherited an economy that was already in decline, having been formidable in the 1950s and 1960s.See The Mixed Economy Won the Cold War.",3,0.045000000000000005,0.5225,0.669934997497995
87,Obviously there are many factors but one key factor is political stability.,0,0.125,0.525,0.9157868163989231
88,It would help to expedite the legislation process of Indian generic medicines exported to China.It also brought the issue of extremely expensive cancer drugs to the public’s attention.,0,-0.16666666666666666,0.25555555555555554,0.7963184839974452
89,"Thanks for your A2A.Great Depression is a term that refers to the prolonged American recession during the 1930s and the common scenarios that epitomise such situation are :i. Substantial bank and company failuresii. Persistent high unemployment rateThe main culprit of the Great Depression was the massive bank failures as it means that people lost their deposits and the companies could not borrow from the banks as they went under. For some understanding of the bank failures, you can refer to the Fed’s history on its website, banking panic in 1930–31.China is currently not at the stage of Great Depression as there is no report of bank failures and unemployment rate was reportedly 3.89% in March 2018 based on CEIC data.Some westerners and even Mainland Chinese might question about the seemingly low unemployment in China given that its economy is always restructuring itself.But you would discover that such obfuscation is not just a Chinese feature. There is an increase in underemployed workers globally rather than unemployed workers especially in a no. of advanced economies and China after Global Financial Crisis (GFC). Most of the professionals who lost their jobs during GFC had to lower their expectations to become non-permanent workers (or gig workers for political correctness) and they would be classified as “employed” in the labour statistics and so it is not China which obfuscates such employment situation.For e.g., no one really knows the no. of gig workers in the U.S. as “To date, private estimates of the size of the gig economy have varied wildly, with economists calculating that non-traditional work arrangements account for anywhere between 0.1% of full-time employment and 34%.” See US gig economy: data shows 16m people in 'contingent or alternative' workAs far as I am aware, those Chinese who are retrenched due to re-structuring would have no qualms working as gig workers as they have a family to support and being pragmatic people, the Chinese would just lower their expectations first instead of wallowing in self-pity. This is because the Chinese culture stresses on hard work and you will be looked down if you are idling. Hence there is Chinese idiom i.e. 吃得苦中苦,方为人上人i.e. you can achieve glory and wealth only if you overcome the harshest hardship.Indeed, if one looks at the recent survey of Meituan 美团, the leader in China’s food delivery service, one could see that there was a 3% of the overall food delivery dispatchers previously working in the Corporate sector which suggests that this group could be the underemployed workers aka gig workers.Lesser Version of Great Depression of Modern EraIt is unlikely we will see a country experiencing the sort of Great Depression in the 30s as there are a lot of tools to prevent Bank Failure which is the main culprit. For example, the country can borrow monies from IMF to recapitalise the banks if need be even it is heavy in debts.Also, as we are living in a world of international trade, the affected countries (except EU members) could devaluate its currency to sell more to prevent mass unemployment. It would be difficult to do so in the 30s since there was minimum global trade.We were close to Global Depression though during the GFC as major global banks were technically bankrupt and hence some U.S. banks were merged and some UK banks were nationalised. There was a global rescue operation to prevent the Global Depression as the affected countries threw in a lot of monies via fiscal and monetary stimuli. Unfortunately, this caused global debts to escalate and hence the world is awash with a debt glut now. I dub the current situation as a “Lesser Version of Great Depression” since a lot of countries including Emerging Markets and the biggest economy and the second biggest economy are having debt problems.There is no easy solution out there. From the lender’s perspective, you want the borrower to deleverage first before you would lend more and when a country deleverages, there is less liquidity and people/companies save more (either to repay debts or as emergency savings) that would mean less consumption/company investments which would affect the economy. Thus when Greece borrowed monies from IMF, it had to undergo austerity measures and reports on Greece’s recovery 10 years after GFC seem contradictory The Brussels Times - Greece on track but economic situation contradictoryIn the case of the U.S.. Trump is going the opposite direction of trying “reflate” its economy by incurring more debts. But because its current government debt to GDP ratio is more than 100% (see below chart which is taken from the Fed’s database) , it is like a scenario that a person is incurring more debts than what he earns and it is a big risk if you are already his creditor. Hence some countries are selling off their holdings of U.S. treasuries now to minimise the risks and Trump will have difficulties to finance his spending from foreigners in the future. See Russia Sells Off Record Amount of US Treasury BondsIn addition to the debt problems faced by the major economies, we are also in a transition involving great disruptions:Multipolarity versus unipolarity when the U.S. was clearly the sole hegemony after WW2Technology Disruptions as there is a race to use technology substitutes in place of labour such as Germany’s “Industrial 4.0” and China’s “Manufacturing 2025”Backlash against globalisation as witnessed by Trump’s trade wars and BrexitGlobal ageing society involving most major economies meaning the governments need to spend more by increasing taxes and more seniors are becoming savers due to low-pay job or insufficient savings. So the increase in taxes and less consumption due to increased seniors would mean less overall consumption which would impact economic growthJapan’s deflation experience could somewhat portend what we would probably see in the future. Japan faced disruptions such as ageing society, high corporate debts initially before the companies went on to repair their balance sheets, more government debts to support the seniors and also to stimulate the economy when the companies were deleveraging etc. Due to such disruptions, the non-permanent workers started to increase when deflation started as indicated by the data from Japan’s Ministry of Health, Labour and Welfare as it shows about 37% of the Japanese workforce were non-permanent workers in 2015, up by about 17% when it was 20% in 1995 which was when deflation started.Hence in this current era, I think the yardstick to measure the “Lesser Version of the Great Depression” experienced by individual country is the no. of non-permanent workers in the economy, and not unemployed workers.",3,0.08992609582059125,0.3637054026503568,0.9766938719788053
90,"No, as of now China's economy is not in a great depression. China although a developing nation is facing a minor depression due to the additional tariffs put on by the American government. Recently Mr. Donald Trump has put on an additional duty over American exports to China by 25%. So the basic materials such as iron, plastics and soyabeans will get costlier and hence China will cut off its imports.China has retaliated by putting an equal duty over us imports. So trade war has begun and it will affect some of the minor economies too. According to me India is not facing any huge losses due to this trade war. But obviously it will affect both the major economies i.e U.S.A and China. China may be affected more as it is yet a developing nation whereas U.S.A is a completely developed nation.China can put themselves in a safer zone1. By trading more with the weaker economies such as that ofAsia and Europe and can compensate for the losses.2. By increasing it's production and there by output and,3. By following more open market operations.",2,0.11964285714285715,0.3726190476190476,0.721619711594148
91,"(Is the trading war with the USA, the needle for China’s economic bubble?)Is China's economy in great depression now?Yes, Currently, the China’s economy may have a terrible situation.Some economists regard that today china has 3 economic bombs:1, the Debt crises.At the end of 2016, China has total debt of 244 trillion yuan, it is about 37 trillion in US dollar. However, the GDP of China is 74 trillion yuan, the total debt is 330% of the total GDP in 2016, internationally, in general, when this ratio reaches to 200% will be a clear sign for economic crises.2, the real estate bubble.Some economists estimate that currently, the real estate bubble of China has been risen to 400 trillion yuan, it is about 60 trillion in US dollar, comparing with the GDP of China in 2017 is only 12 trillion in US dollar, the ratio is 5:1.3, the bubble of RMB.In march 2018, the broad money supply of China is about 174 trillion yuan (USD 26 trillion), economists recognize that this figure more than the USA’s broad money supply pulse the EU’s together.However, the fact is in 2017, USA makes the GDP of USD 19 trillion, European Union with USD 17, and China is only USD 12 trillion.From Money supply M2 in Eurozone 2001-2017 | Statistic, in 2017, the M2 money supply in the U.S. amounted to approximately 13.84 trillion U.S. dollars, it is 73% of the 2017 USA’s GDP.In Eu, the value of money supply M2 amounted to approximately 11.2 trillion euros as of December 2017, is 65% of the 2017 EU’s GDP.Incredibly, in 2017, in China the ratio is more than 200%.If the above statistics are correct, China may have already had a great trouble in economic area.If yes, how could they pull themselves out of it?The first step is to avoid the trading war with the USA at this moment to reduce the possibility of the economic disaster of China.The Second step is to conduct the economic and political reform as soon as possible to establish a healthy, normal and modern state of 21 century.…If China can successfully receive the help from the USA, any thing will become far easier, otherwise, we just can wait to see what will happen in China, maybe any action which is taken by the government of the PRC at this moment is too late.To have a correct attitude to achieve the forgiveness of others is always a reasonable way to correct any mistake which is taken by yourself.",1,0.11812500000000001,0.47229166666666667,0.0035609056149557205
92,"China’s economy is not in a great depression (it is still growing, regardless of the increase in debt). The Chinese government does engineer culling in many industries causing widespread business closure however overall the economy has kept on growing. Many believe however that whatever CRASH the Chinese economy had to go through, already happened, however due to the efforts of the government the crash was limited to few sectors of the economy and never rattled the country as a whole.",1,0.16035714285714286,0.2767857142857143,0.9787435432840471
93,"Unfortunately for China its in a world with countries who feel trade with China is not fair. That is why even though the US raised tariffs on its own allies… that these same allies are also starting to tariff China. China has tried to create a united front against US tariffs but it did not succeed. The world agrees that China has unfair trade with many countries… and the world agrees that US tariffs are wrong. US allies would prefer to team up on China rather than the US tariff everyone. This is the reality of the international political economy today. And no, China is not in a great depression now…but will be. Once the government has exhausted it’s resources in saving the economy the banks will go flat. When this happens, China will fall into a great depression. At the moment jobs are flying out of China due to tariffs. These people are being sustained by manipulating the economy on the Chinese government’s behalf, but also by banks sending loans. But if things continue…there will be no saving China. You will know when China is in a great depression. And the only way for China to prevent it is to readjust it’s trade policies with other countries… and to start abiding by WTO rules. China atm is not thinking that other countries will stick by these tariffs, but as someone who knows better…trust me they will.",2,0.0425,0.54125,0.9380718754613426
94,"There are still no signs of great depression in China now.However, I can give you a hint on what CPP government will do if it happens.In 2015 summer, when the Shanghai stock market free fall. Rumors said that the People liberation army have garrisoned in the stock exchange to monitor who are short selling in the stock market.",1,0.4000000000000001,0.6166666666666667,0.9740256280264845
95,"China's economy hasn't yet hit a slump. GDP growth is slowing but it's still growing. When the slump finally comes, I don't expect the CPC will know what to do. They've gotten so used to unsustainable growth that they aren't prepared for it to stop.",1,0.0,1.0,0.6173935259466191
96,"The US threat to destroy China with economic and military threats. Though China is moving towards domestic consumption, trade still plays a huge part of China’s development. The BRI is a key indicator of that development. America’s tariff threat is not the tariffs, so much, as the economic destruction of world trade. It hurts all countries, including China.Trump has a simple mind and thinks that by attacking more China imports, he can outlive China by overwhelming China with tariffs for the entire China imports (about $500 billion). His simple thinking is that China can only retaliate on $125 billion of US exports to China. He forgets about things like: a ‘service’ trade surplus of $270 billion , a positive FDI of $348 billion by other countries in the US, inbound tourism worth about $32 billion annually, foreign students studying in the US worth about $30 billion to the US economy, and the big whopper is the sales by US companies manufacturing and operating in China. US retail sales in China’s domestic market is about $600 billion, more than the value of China exports to the US. Trump will not only destroy trade, but all of the above. Media thinks the US will win this trade war because of their simple thinking like Trump. They have not looked at the total picture. By the time they realize the damage, it will be too late.“America has large and growing trade surpluses for services. Q: Do those result from our unfair trade practices?”http://www.aei.org/publication/a...“America's Trade Deficit Is Largely Paid For By European Investment In American Manufacturing” The country saw a record $348 billion in foreign direct investment last year, mostly from Europe, and could attract a similar amount this year.” America's Trade Deficit Is Largely Paid For By European Investment In American Manufacturing“ARRIVALS • In 2016, 3.0 million Chinese travelers visited the U.S., an increase of 15 percent from 2015. • China was the third-largest overseas inbound travel market to the U.S. in 2016. ECONOMIC IMPACT • Travel exports to China (ie: spending by Chinese visitors and students in the U.S., and on U.S. airlines) reached $33.2 billion in 2016, significantly higher than any other country. This includes $12.5 billion in education-related spending by Chinese students in the U.S.2 • Average spending per Chinese visitor was $6,900 in 2016,3 the highest of all international visitors” https://www.ustravel.org/system/...“ The U.S. faces a pressing challenge: America’s share of the international travel market has declined from 13.6 percent in 2015 to 11.9 percent in 2017, a troubling trend given that global long-haul travel increased 7.9 percent in the same period. America isn’t winning when it’s falling behind global heavyweights like China, Germany, France, the U.K., Spain and others. ● Had the U.S. maintained its 2015 market share, it would have received 7.4 million more visitors from abroad and $32.2 billion in additional traveler spending. That translates to 100,000 more American jobs. It is comparable to: ● Opening 25 auto plants—equal to the 4,000-job plant Toyota announced for Alabama in January 2018 ● Opening two new Amazon headquarters, which will bring 50,000 jobs to a U.S. destination/city” https://www.ustravel.org/system/...“Retail sales in China are indeed ""on track to hit $5.8 trillion this year” China's 'Game Changing' Retail Sales Should Be Greeted With Skepticism“""Our economic interests with China are significant and growing,"" said Jacob Parker, vice president of the US-China Business Council, a trade group that represents US companies' interests in China. ""China is a $600 billion market for the American economy."" How China gets what it wants from American companiesOn balance, it seems to me, we are ahead when looking at the big picture. It amazes me that with all the economic smarts in the US, nobody seems to be putting the pieces together. It seems most media, like Trump, have a narrow view of our economy. Trump and the media single out trade and we go through a destructive process that may give us some gains on trade, but what of the other assets and profits the US gains or loses by it’s draconian antics?",34,0.06513419913419916,0.32050793650793646,0.6743307268781467
97,"Let me start out by noting that there are a large number of China-philes (trolls?) on this site. No matter the topic, from their agricultural prowess, to their military, to their technology, to their educational, system. China by 2025 is going to dominate the world, the solar system, indeed the universe. Everyone else, is going to be working in a zombie trance, mumbling mandarine at some Chinese owned company making widgets to feed the Chinese Borg (Borg (Star Trek) - Wikipedia).Let’s just start out with the basics shall we?Technology: Chinese innovation is based entirely on copying, modifying, reengineering intellectual property that they (PRC) have stolen. Since 1957 there have been exactly 5 Nobel Prizes awarded to recipients born, educated and living in China (List of Chinese Nobel laureates - Wikipedia). That’s right F-I-V-E. Take away 1 Peace Prize and 1 Literature you’re left with 3. I don’t want to turn this into a pissing contest between the PRC and US, so let’s spot China 30 years and let’s just look at US based Nobel Laureates since 1987: Physics 45 (List of Nobel laureates in Physics - Wikipedia ) Physiology/Medicine 40 (List of Nobel laureates in Physiology or Medicine - Wikipedia) Chemistry 41 (List of Nobel laureates in Chemistry - Wikipedia). Presumably, all of our technological innovations/advances; everything that we use in our military, industry, businesses, homes can be traced back to basic scientific research. From 1987–2016 the US has filed 40% more world patents than the PRC (https://www3.wipo.int/ipstats/Ip...). Those are just filings folks not patents actually granted. If you add all the patents filed by the PRC since 1987 (6.3M) 82% have been filed since 2010, THAT’S RIGHT BOYS AND GIRLS 82% compare that to the US which since 1987 has filed 8.8M patents of which 40% have been filed since 2010. What does that tell you ? Did the PRC technological prowess exponentially improve since 2010 or did they become more proficient at theft. Perkins Coie, LLP one of the largest Tier 1 Patent Law Firms in the world estimated in 2016 32% of China’s World Patent Applications were either denied or challenged in the courts in various international jurisdictions. While there is no way to know how much intellectual property is actually stolen by PRC theft rings, we do know they use various modus operandi such as forced joint ventures, inspections, hacking, employee theft, corporate espionage, etc. Below (taken off the FBI website:Intellectual Property Theft/Piracy News, I’ve listed just 10 of the most recent cases fully adjudicated in Federal Court involving Chinese Nationals stealing technology on behalf of the PRC, there are hundreds more:Former Chemours Employee Pleads Guilty To Theft Of Trade Secrets Conspiracy In Bid To Lure Chinese Investors Into Sodium Cyanide MarketChinese Scientist Sentenced to Prison In Theft of Engineered RiceChinese Company Sinovel Wind Group Convicted of Theft of Trade SecretsDual Canadian/Chinese Citizen Arrested for Attempting to Steal Trade Secrets and Computer InformationMiddlesex County, New Jersey, Man Charged With Theft Of Trade Secret Materials From DupontCitizen of China Sentenced to 15 Months in Prison for Trafficking in Counterfeit Computer ChipsArkansas Man Pleads Guilty to Making False Statements About Plan to Steal Rice SeedsChinese nationals sent to prison for two years for stealing $1.5 million from GoodyearCitizen of China Sentenced to 15 Months in Prison for Trafficking in Counterfeit Computer ChipsIrvine Engineer Named in New Indictment Alleging Theft of Trade Secrets from Two Medical Device CompaniesEnough about this subject.EconomicsCentral Intelligence AgencyLet’s turn now to the economics of the PRC. This wondrously wealthy juggernaut has a “Middle Class” totalling 300M-400M. Wow! There’s just one little detail, median middle class income based on a study by Mckinsey uses a range of 75,000 to 280,000 yuan ($11,500 to $43,000) per year. 53% of the so called Middle Class makes less than $15,000 (How well-off is China's middle class?). The US, that decrepit, deteriorating, know nothing, do nothing piece of excrement classifies its middle class as falling between $42,000 to $125,000 (before tax). 91M people in China have to live on less than $2.00 per day. 4% of its people over the age of 15 (52M) are completely illiterate. China’s poverty threshold is $400.00/yr. Think of it, if you make $401 per year, you have the great relief of knowing you’re no longer poor. China has the 4th highest savings rate in the world. Why’s that? Is it that they’re just more frugal? No, in relation to the size of its population, there is no meaningful Social Safety Net.The grease that makes an economy run (any economy), is the banking system. The PRC uses its national banking system to finance the party’s growth objectives and to control its employment levels. When you hear that China is “dumping” some kind of widget in its export markets, it means that somewhere within its borders there is a business making the widget at a higher price than it’s selling it for. In other words its losing money. Who’s financing these losses? The banks have BILLIONS of dollar equivalent loans that just continue to be rolled over and over and over. The principal amount will never get repaid. Shares in Chinese companies are often proffered as collateral for loans. These are privately held shares owned by holding companies, owned by other holding companies which, in turn, are owned by an agency of the military. I’ve been to China and, being a retired banker, I was struck by the phenomenon that everywhere I went, there were newly constructed buildings of all shapes and sizes which are totally empty. This in what is now supposedly the “largest economy in the world” with 1.3BN people. I say supposedly, because you can’t trust what the PRC reports. During the global economic downturn, China was mentioned numerous times in reports by the World Bank and the IMF and the WTO questioning the veracity of their economic reports. Hmmmm? Anyway, who’s financed all that construction? When are the buildings going to get occupied? Who owns them? Are they insured? The fact is that if China adhered to the BASEL III agreements regarding banking capital adequacy, loan underwriting standards, loan loss reserve requirements and charge-offs, its banking system would collapse. Why do you think yuan is not freely convertible-The yuan is the only currency held in the IMF basket of reserve currencies that isn’t freely convertible. It’s a joke.EnvironmentMost polluted cities on earth China has the top two: The World's Most Polluted Places - TIMEOf the cities with the worst air quality China has 7 of the 30:The most polluted cities in the world, rankedRemember Beijing shutting down traffic during the Olympics?Let’s move on…..I’m on a rollMilitaryThe US and China are at war. We square off every day on the worldwide web, financial markets and engaging in clandestine operations around the world. Those of you who are infatuated with China’s war toys (all developed and manufactured using stolen intellectual property) are never going to see a full scale conventional war between ourselves. China’s history is one of isolation. It was never a hegemonic power. Its military focus is and has always been the geographic confines of greater China. It worries more about some deserted, desolate islands on the northern end of the Japanese Archipelago more than it does about Afghanistan, Iran’s nuclear aspirations or the middle east. How many military bases does China have around the world? Answer -0-. What it does have around the world are companies drilling, for oil, mining, agriculture, livestock, fishing…….The Borg (CPC) has to keep sucking up resources to take back to the mothership so its 1.3BN passengers can be fed and employed or there’s going to be hell to pay.P.S.Trump at the very worst will be gone in six more years. The people of China are stuck with Xi until he dies or is removed….good luck with that. Yes, the US will eventually diminish in importance. Egypt, Greece, Rome, Persia, Mongol, England, France…etc. all had their day. Having said that, if you don’t have a global, state of the art fighting force ready to engage an enemy (real, imagined or otherwise) anywhere in the world, you’re not going to be a superpower. Diesel powered aircraft carriers that run out of fuel or space stations that fall out of the sky after a couple of years ain’t going to cut it.",5,0.06908424625261358,0.3574966133639603,0.9984510897364444
98,"China’s economy move to fast, and many are left behind. The bases of the economy is floating in air and is top heavy while the roots of their economy is still very weak.China is depending its growth on the manufacturing of products, that are depending on the knowledge of other developed countries. In a normal global economy it is not dangerous because this was always the case since decades.However if one of the partners in the global economy run amok - China’s economy could collapsed. Look at TWE - only bu a stroke of the pen, their investments in the US went into thin air. Only by phony accusations of stealing trade secrets. This is an irregular event in the global economy and the impact is devastating for TWE. Other companies in China could receive the same pen stroke and they will undergo the same problems. This is just an example of the weak roots in China.China is depending their growth based on the US economy and expand their economy from this based. If this based is taken away there will be trouble. i.e. If US suddenly stopped exporting Soybeans to China overnight - the food chain in the population could be disrupted and will take a while to recover. Of course in a normal global world this must never happened but nowadays with an unstable emotional leader in WH anything could happen.The most problem in China is the differences between the have and not have that was stimulated by the government indirectly like the Princeling doctrine and many more.",4,0.025833333333333326,0.4641666666666666,0.8384590328585964
99,"China’s economic development policy is actually pretty good. I can’t think of any major weaknesses in the sense that there is a better alternative policy given the conditions. China’s main economic development weakness is not at the policy level, but the execution level. Some of the policy execution is really poor, which means that good policy is irrelevant to the outcome.A good example of this is the housing bubble in China. This problem has been identified a decade ago. Not only was this problem identified by China, it was one of the major causes of the economic stagnation of Japan. So China had the opportunity to learn from the mistakes of its neighbors, saw that it is itself falling into the same trap, and failed to avoid the trap.The government of China can build more high speed rail than the rest of the world combined in less than a decade. It can order the construction of massive new islands in the South China Sea practically overnight. It can even order people to have only 1 child. Yet, it has been trying and failing to implement a property tax for 2 decades.Think about it for a minute. A communist government, failing to pass and implement a property tax, for 2 decades. They can move mountains and build islands, but they can’t tax rich people. Now all anyone in China dream of is how to own as many apartments as possible. A nation that aspires to be rentiers run by people who call themselves communists. This is China’s greatest economic weakness.",17,0.2016558441558442,0.5810551948051949,0.993653179134405
100,"The China's global economic development policy is a huge topic, here, I may only focus on one area of lending, as it is popularly happened in the the Belt and Road Initiative.A nation just likes a person to lend money to others would almost never make real friends.An typical example is the China and Vietnam relationship.For helping Vietnam to against the USA and France…forces, China provided military and economic aid to North Vietnam totally more than $20 billion (approx. $143 billion adjusted for inflation in 2015) during the Vietnam War (1 November 1955 – 30 April 1975).It is especially hard for Chinese people who suffered from the the Great Famine of China during 1958–1960 which caused at least 30 million Chinese people starving to death.As recently the American boy said during the USA TV show, the best way to get rid of the loan of China is to kill Chinese.The CCP’s Vietnamese communist comrades did the exactly the same thing as the American boy’s saying which is 30s years later.The reward of the China’s aid to Vietnam is the Sino-Vietnam War in 1979, and the sour relationship between the 2 until now.What will happen in the future?How many countries will have war and sour relationship with China?How can make Chinese people to learn the lesson from the past?Why You Shouldn’t Lend Money to Family & Friends1. Open-ended LoansLoans to family and friends tend to be open-ended. The parties don’t reach an agreement for a timeline for repayments, and don’t include interest on the loan. Lenders don’t know when their money will be returned, and borrowers don’t know when to repay the loans.This leaves both parties in limbo, and doesn’t set any expectations. The uncertainty can lead to stress as the borrower may worry that the lender expects payment and the lender worries about when he or she will be repaid. When I loaned money to a family member, it delayed my decision to buy a house.2. Loans Are Not a PriorityWith an open-ended loan, the borrower may not realize that there is a sense of urgency to repay the loan. Without a deadline, repaying the loan becomes the borrower’s last priority. The borrower won’t face any repercussions for not repaying the loan, like late payments, higher interest fees, or a negative impact on a credit score. Without the threat of penalties, the borrower has no motivation to take the loan seriously or to put any urgency around repaying it.3. It’s Difficult to Ask for the Money BackIt can be difficult to request repayment of a loan from a friend or family member. More than likely, the lender cares about the borrower, and doesn’t want the borrower to feel awkward. The lender may continue to worry about loan repayment, and thus shut down some or all communications with the borrower in order to avoid talking about the loan. The borrower becomes confused and hurt feelings can result.4. It Can Make Family Gatherings AwkwardI have loaned money to a family member, and I have also borrowed money from a family member. In both scenarios, family get-togethers were very awkward. I felt uncomfortable being around the person who loaned me money. It was also uncomfortable to be around other family members who knew about the loans.No one wants to talk about the loan or about money or even about anything that costs money, because then people might wonder why someone hasn’t repaid the loan.5. The Borrower Becomes a Servant to the LenderThe book of Proverbs in the Bible claims that the borrower becomes a servant to the lender (Proverbs 22:7.) This is exactly how I felt when I borrowed money. I felt that I had to please my lender and do everything that he suggested. I felt like I could not oppose this person in any way.6. The Borrower May Ask for MoreOnce you have lent money to a friend or family member, this person may return when he or she needs more money. In addition, other friends and family members may also ask you for a loan.7. You Enable Instead of Help Your Friend or Family MemberWhen you lend money to friends or family members, you give them an easy way out of their financial problems, instead of helping them work through their issues.For example, your cousin may ask for some money to pay off her credit card bill, but she needs help learning how to make a budget. In that situation, refuse the loan, but offer to help your cousin create a budget or to look for alternative forms of income.8. These Types of Loans Don’t Earn InterestLoaning money to friends and family costs you money. Most likely, you won’t charge interest if you give a loan to a loved one. I neither paid interest nor charged interest on my family loans. If you could invest the money that you lent to friends and family members, even through peer-to-peer lending networks like Lending Club and Prosper, you could have received interest.9. You Might Need the MoneyYou definitely want your money returned, but you may also need your money. What if you lose your job and you have no income? What if you spend your entire emergency fund while searching for a new job? What if you need to put food on the table for your kids and repayment of the loan marks the difference between you keeping your house or going into foreclosure? Not receiving repayment of the loan in a timely manner might spell disaster for you and your family.10. You Could Lose Your Money and RelationshipAs Shakespeare wrote, “For loan oft loses both itself and friend.” If you lend money to a friend or family member, beware that you may not get your money back and your relationship may never go back to normal. This will cause tension between you and the borrower, and may also cause guilt, remorse, and anger.From: 10 Reasons Why You Should NOT Lend Money to Friends & Family",0,0.024575580365054053,0.4589491405280879,0.7661908040499694
101,"Chinese social development doesn’t match its economic growth. Income gap and wealth distribution are overwhelming the society.China is also going through real estate crisis. Yeah, the government is carefully taking care of the real estate market in case it crashes. But one day the bubble is going to pop, intentionally or accidentally.Also, not to mention the increasing social unrest.to be continued",2,0.13333333333333336,0.36666666666666664,0.8485509491017585
102,"China’s policy derives from Chinese strategic planning. It does not look at the globe first and its inherent economic policy and then see what is the greatest need policy wise, with no special reference to China and then frame a policy. This is a great weakness. Trump is plugging it hard. And China is reeling back. If China can think clearly first and act much later a lot of heartache can be avoided by all the world.",0,0.24816017316017316,0.42088744588744587,0.9211486841863814
103,"The Chinese people do not waste time in such frivolous pursuits. They live in the here and now, and work toward the future.Mao’s “cultural revolution” of the 1960s caused millions of deaths - due to starvation, as well as mass slaughter. But it achieved its goal. Of casting off the past and giving a clean slate.",14,0.04100378787878788,0.30312500000000003,0.9678363826000318
104,"Not really until recently (modern time).Ancient Chinese never take pride for that because there were no such concepts like GDP, technical competition because there is no ‘foreign countries’ for China. Chinese civilization is at the center, world outside is uncivilized.",0,0.006944444444444444,0.1527777777777778,0.7210195093952112
105,Here is the problem with this assumption. IT WASN’T. The largest economy was India for most of history the past 2000 years.Look very carefully here. China only overtook India in 1500.,1,0.03,0.6875,0.420075998732623
106,"I do, to a degree.However, if that pride goes overboard, here is a quote: Remind yourself that overconfidence is a slow and insidious killer.",3,-0.275,0.27499999999999997,0.8332904744337878
107,when was china an economic/technological superpower when the japanese outpunched and conquered and invaded china and brought them on their knees during world war 2? when was the last time had china ever fed their own people? china must focus first on their food supply.,0,0.2125,0.35,0.9594108005999735
108,The current Chinese government focuses on the 100+ years (1840–1960) when the then Chinese government was weak and the world powers came to feast!,0,-0.1171875,0.25625,0.9576759763898192
109,"好汉不提当年勇A true hero does not brag about his history. China was f**ked hard between 1840–1945, that is something we should remember.",1,0.029166666666666646,0.5958333333333333,0.915953190263809
